Date,AAPL,AMD,AMZN,BAC,BK,C,CSCO,F,GOOG,HOG,HPQ,IBM,INTC,JPM,MS,MSFT,NVDA,SONY,T,VZ
05/09/2008,5.610125541687012,6.940000057220459,72.41000366210938,29.44178009033203,32.17402267456055,195.4552459716797,18.56001091003418,5.435328006744385,285.5297546386719,27.684913635253906,16.207015991210938,77.63847351074219,15.426063537597656,33.02936935424805,35.53559494018555,21.862668991088867,5.174072742462158,44.34569549560547,17.393922805786133,18.290367126464844
05/12/2008,5.754161834716797,7.159999847412109,74.52999877929688,30.07640838623047,33.06277084350586,195.53797912597656,18.814857482910156,5.46887731552124,291.3778381347656,28.39794921875,15.4483003616333,78.37690734863281,15.604281425476074,33.50457000732422,36.84226608276367,22.30899429321289,5.027096271514893,44.9007568359375,17.628305435180664,18.362747192382812
05/13/2008,5.809207916259766,7.190000057220459,74.55999755859375,29.409645080566406,32.62211608886719,190.4923858642578,18.851274490356445,5.522561073303223,290.4114685058594,28.383392333984375,14.603803634643555,79.21548461914062,15.683497428894043,32.25631332397461,36.03816604614258,22.234336853027344,4.9237518310546875,45.65406036376953,17.695919036865234,18.386871337890625
05/14/2008,5.696056365966797,7.159999847412109,74.19999694824219,29.56226921081543,33.495941162109375,192.3120574951172,18.749326705932617,5.462167263031006,287.073974609375,28.623491287231445,15.055737495422363,79.80377197265625,15.736302375793457,32.5612678527832,36.30876922607422,22.34632110595703,5.0684332847595215,49.489952087402344,17.853679656982422,18.792139053344727
05/15/2008,5.802175521850586,7.409999847412109,76.12000274658203,29.489971160888672,34.13075256347656,196.28245544433594,19.295429229736328,5.482298374176025,289.4151916503906,29.038236618041992,15.415314674377441,80.39203643798828,16.48219108581543,33.34852600097656,36.88865280151367,22.73456573486328,5.461137771606445,50.08466339111328,17.96635627746582,18.768020629882812
05/16/2008,5.737648963928223,7.260000228881836,76.45999908447266,29.056180953979492,34.01873779296875,191.23683166503906,19.302703857421875,5.442036151885986,288.9519348144531,29.06732940673828,15.600044250488281,79.99150085449219,16.501996994018555,33.001014709472656,36.502071380615234,22.3911190032959,5.60582160949707,49.06373977661133,18.061006546020508,18.705299377441406
05/19/2008,5.614713191986084,7.099999904632568,82.29000091552734,28.99995231628418,33.779754638671875,190.16148376464844,19.20077133178711,5.381646156311035,287.68170166015625,29.678518295288086,15.408705711364746,79.1591796875,16.422786712646484,32.61801528930664,35.72114944458008,21.995412826538086,5.4886956214904785,49.26197814941406,18.25933074951172,18.86450958251953
05/20/2008,5.685049057006836,7.119999885559082,80.72000122070312,28.429595947265625,33.07023239135742,182.88265991210938,18.8221435546875,5.368223667144775,288.2196960449219,29.12554931640625,15.326239585876465,78.3393783569336,15.901322364807129,30.993860244750977,34.638671875,21.472782135009766,5.346314430236816,48.31044006347656,17.74549674987793,18.25177574157715
05/21/2008,5.449267387390137,7.079999923706055,78.30000305175781,27.81905746459961,32.51010513305664,174.1975860595703,18.472637176513672,5.234017848968506,273.9681091308594,28.266977310180664,14.778640747070312,77.36312103271484,15.617485046386719,30.086027145385742,33.16191482543945,21.092004776000977,5.302679061889648,47.21022415161133,17.529144287109375,17.957469940185547
05/22/2008,5.414403438568115,7.070000171661377,79.26000213623047,27.899394989013672,32.97314453125,179.65679931640625,18.62554168701172,4.804561614990234,273.7041015625,28.41249656677246,14.811625480651855,78.03899383544922,15.76270580291748,30.53284454345703,33.208309173583984,21.256258010864258,5.431282997131348,48.141937255859375,17.659852981567383,18.07808494567871
05/23/2008,5.540399551391602,6.880000114440918,78.3499984741211,27.256744384765625,32.53251266479492,174.69384765625,18.276042938232422,4.609961986541748,271.2931213378906,27.6048641204834,14.831424713134766,77.72608184814453,15.45246696472168,30.01509666442871,32.34233093261719,20.94268226623535,5.307271957397461,47.62651824951172,17.36688232421875,17.88992691040039
05/27/2008,5.701255798339844,6.920000076293945,80.62000274658203,27.44953727722168,32.86857986450195,179.16050720214844,18.63283348083496,4.562989711761475,279.4027404785156,28.339738845825195,15.075532913208008,79.67860412597656,15.577882766723633,30.504470825195312,32.65933609008789,21.233861923217773,5.364685535430908,47.59678649902344,17.502098083496094,18.0346736907959
05/28/2008,5.718995571136475,6.820000171661377,80.08000183105469,27.208534240722656,32.846187591552734,178.66415405273438,18.5964298248291,4.549569129943848,283.05902099609375,28.819942474365234,15.346038818359375,81.06790924072266,15.492072105407715,30.398086547851562,33.06911849975586,21.03973960876465,5.415209770202637,47.269691467285156,17.80860137939453,18.222829818725586
05/29/2008,5.709207057952881,6.769999980926514,80.3499984741211,27.794967651367188,33.331626892089844,182.3035888671875,19.084264755249023,4.502598762512207,290.4114685058594,29.48206329345703,15.474689483642578,81.17430877685547,15.274239540100098,30.901657104492188,33.850040435791016,21.13680076599121,5.401429176330566,48.003170013427734,18.119613647460938,18.512313842773438
05/30/2008,5.772205352783203,6.880000114440918,81.62000274658203,27.320999145507812,33.25694274902344,181.0629119873047,19.45561408996582,4.562989711761475,291.8062438964844,30.24603271484375,15.524168968200684,80.99907684326172,15.300650596618652,30.49737548828125,34.197967529296875,21.144271850585938,5.672420024871826,49.94589614868164,17.984390258789062,18.56055450439453
06/02/2008,5.691164970397949,6.800000190734863,80.2300033569336,26.975576400756836,31.85288429260254,177.50616455078125,19.186206817626953,4.455626010894775,286.4263916015625,29.47478675842285,15.25696849822998,79.70364379882812,15.313851356506348,29.894535064697266,33.32429122924805,20.756031036376953,5.6953840255737305,50.917259216308594,17.736488342285156,18.26624870300293
06/03/2008,5.668841361999512,6.809999942779541,80.11000061035156,26.758678436279297,31.539203643798828,177.17529296875,19.178924560546875,4.4824676513671875,282.5907897949219,29.335416793823242,15.25366497039795,80.00402069091797,15.142230987548828,29.710121154785156,32.97636032104492,20.390178680419922,5.502476692199707,50.38201904296875,17.47955894470215,18.0250186920166
